Year,Indicator_Name,Value
2012,"School age population, post-secondary non-tertiary education, both sexes (number)",47418286
2011,"School age population, post-secondary non-tertiary education, both sexes (number)",47192247
2010,"School age population, post-secondary non-tertiary education, both sexes (number)",46946394
2009,"School age population, post-secondary non-tertiary education, both sexes (number)",46681697
2008,"School age population, post-secondary non-tertiary education, both sexes (number)",46383324
2007,"School age population, post-secondary non-tertiary education, both sexes (number)",46009755
2006,"School age population, post-secondary non-tertiary education, both sexes (number)",45547375
2005,"School age population, post-secondary non-tertiary education, both sexes (number)",45000522
2004,"School age population, post-secondary non-tertiary education, both sexes (number)",44453684
2003,"School age population, post-secondary non-tertiary education, both sexes (number)",43841815
2002,"School age population, post-secondary non-tertiary education, both sexes (number)",43057398
2001,"School age population, post-secondary non-tertiary education, both sexes (number)",42105914
2000,"School age population, post-secondary non-tertiary education, both sexes (number)",41035453
1999,"School age population, post-secondary non-tertiary education, both sexes (number)",39957497
1998,"School age population, post-secondary non-tertiary education, both sexes (number)",38930808
1997,"School age population, post-secondary non-tertiary education, both sexes (number)",38065482
2017,"School age population, post-secondary non-tertiary education, female (number)",23255434
2016,"School age population, post-secondary non-tertiary education, female (number)",23111129
2015,"School age population, post-secondary non-tertiary education, female (number)",22962989
2014,"School age population, post-secondary non-tertiary education, female (number)",22798406
2013,"School age population, post-secondary non-tertiary education, female (number)",22642160
2012,"School age population, post-secondary non-tertiary education, female (number)",22535045
2011,"School age population, post-secondary non-tertiary education, female (number)",22476108
2010,"School age population, post-secondary non-tertiary education, female (number)",22409361
2009,"School age population, post-secondary non-tertiary education, female (number)",22336634
2008,"School age population, post-secondary non-tertiary education, female (number)",22243867
2007,"School age population, post-secondary non-tertiary education, female (number)",22095761
2006,"School age population, post-secondary non-tertiary education, female (number)",21882505
2005,"School age population, post-secondary non-tertiary education, female (number)",21619125
2004,"School age population, post-secondary non-tertiary education, female (number)",21355848
2003,"School age population, post-secondary non-tertiary education, female (number)",21062168
2002,"School age population, post-secondary non-tertiary education, female (number)",20690338
2001,"School age population, post-secondary non-tertiary education, female (number)",20242537
2000,"School age population, post-secondary non-tertiary education, female (number)",19732015
1999,"School age population, post-secondary non-tertiary education, female (number)",19218571
1998,"School age population, post-secondary non-tertiary education, female (number)",18729792
1997,"School age population, post-secondary non-tertiary education, female (number)",18314350
2017,"School age population, post-secondary non-tertiary education, male (number)",25849709
2016,"School age population, post-secondary non-tertiary education, male (number)",25667369
2015,"School age population, post-secondary non-tertiary education, male (number)",25484385
2014,"School age population, post-secondary non-tertiary education, male (number)",25280709
2013,"School age population, post-secondary non-tertiary education, male (number)",25072211
2012,"School age population, post-secondary non-tertiary education, male (number)",24883241
2011,"School age population, post-secondary non-tertiary education, male (number)",24716139
2010,"School age population, post-secondary non-tertiary education, male (number)",24537033
2009,"School age population, post-secondary non-tertiary education, male (number)",24345063
2008,"School age population, post-secondary non-tertiary education, male (number)",24139457
2007,"School age population, post-secondary non-tertiary education, male (number)",23913994
2006,"School age population, post-secondary non-tertiary education, male (number)",23664870
2005,"School age population, post-secondary non-tertiary education, male (number)",23381397
2004,"School age population, post-secondary non-tertiary education, male (number)",23097836
2003,"School age population, post-secondary non-tertiary education, male (number)",22779647
2002,"School age population, post-secondary non-tertiary education, male (number)",22367060
2001,"School age population, post-secondary non-tertiary education, male (number)",21863377
2000,"School age population, post-secondary non-tertiary education, male (number)",21303438
1999,"School age population, post-secondary non-tertiary education, male (number)",20738926
1998,"School age population, post-secondary non-tertiary education, male (number)",20201016
1997,"School age population, post-secondary non-tertiary education, male (number)",19751132
2017,"School life expectancy, pre-primary, both sexes (years)",0.4042
2016,"School life expectancy, pre-primary, both sexes (years)",0.38747
2015,"School life expectancy, pre-primary, both sexes (years)",0.36748
2014,"School life expectancy, pre-primary, both sexes (years)",0.3522
2013,"School life expectancy, pre-primary, both sexes (years)",0.28816
2012,"School life expectancy, pre-primary, both sexes (years)",0.23651
2011,"School life expectancy, pre-primary, both sexes (years)",0.2308
2010,"School life expectancy, pre-primary, both sexes (years)",0.21603
2009,"School life expectancy, pre-primary, both sexes (years)",0.2263
2008,"School life expectancy, pre-primary, both sexes (years)",0.25523
2007,"School life expectancy, pre-primary, both sexes (years)",0.20891
2006,"School life expectancy, pre-primary, both sexes (years)",0.20581
2005,"School life expectancy, pre-primary, both sexes (years)",0.18654
2004,"School life expectancy, pre-primary, both sexes (years)",0.19828
2003,"School life expectancy, pre-primary, both sexes (years)",0.21769
2002,"School life expectancy, pre-primary, both sexes (years)",0.18418
2001,"School life expectancy, pre-primary, both sexes (years)",0.10511
1997,"School life expectancy, pre-primary, both sexes (years)",0.09723
1996,"School life expectancy, pre-primary, both sexes (years)",0.08831
1995,"School life expectancy, pre-primary, both sexes (years)",0.08774
1994,"School life expectancy, pre-primary, both sexes (years)",0.08083
